,Media Sources,Tweet Polarity,Positive,Negative,Neutral,Tweets Ago,Date
360,@FoxNews,0.0,0.0,0.0,1.0,61,Tue Mar 27 02:26:25 +0000 2018
361,@FoxNews,0.0,0.0,0.0,1.0,62,Tue Mar 27 02:26:25 +0000 2018
362,@FoxNews,0.0,0.0,0.0,1.0,63,Tue Mar 27 02:26:25 +0000 2018
363,@FoxNews,0.0,0.0,0.0,1.0,64,Tue Mar 27 02:26:24 +0000 2018
364,@FoxNews,0.0,0.0,0.0,1.0,65,Tue Mar 27 02:26:24 +0000 2018
365,@FoxNews,0.0,0.0,0.0,1.0,66,Tue Mar 27 02:26:24 +0000 2018
366,@FoxNews,0.4588,0.231,0.0,0.769,67,Tue Mar 27 02:26:22 +0000 2018
367,@FoxNews,-0.1531,0.0,0.071,0.929,68,Tue Mar 27 02:26:22 +0000 2018
368,@FoxNews,0.0,0.0,0.0,1.0,69,Tue Mar 27 02:26:21 +0000 2018
369,@FoxNews,0.0,0.0,0.0,1.0,70,Tue Mar 27 02:26:21 +0000 2018
370,@FoxNews,-0.7003,0.075,0.246,0.679,71,Tue Mar 27 02:26:20 +0000 2018
371,@FoxNews,0.0,0.0,0.0,1.0,72,Tue Mar 27 02:26:20 +0000 2018
372,@FoxNews,0.0,0.0,0.0,1.0,73,Tue Mar 27 02:26:20 +0000 2018
373,@FoxNews,-0.4151,0.1,0.18,0.72,74,Tue Mar 27 02:26:20 +0000 2018
374,@FoxNews,-0.7027,0.0,0.305,0.695,75,Tue Mar 27 02:26:20 +0000 2018
375,@FoxNews,-0.4151,0.1,0.18,0.72,76,Tue Mar 27 02:26:19 +0000 2018
376,@FoxNews,-0.1027,0.169,0.192,0.64,77,Tue Mar 27 02:26:18 +0000 2018
377,@FoxNews,-0.2023,0.124,0.171,0.706,78,Tue Mar 27 02:26:18 +0000 2018
378,@FoxNews,-0.7184,0.0,0.269,0.731,79,Tue Mar 27 02:26:17 +0000 2018
379,@FoxNews,0.0,0.0,0.0,1.0,80,Tue Mar 27 02:26:16 +0000 2018
380,@FoxNews,0.0,0.0,0.0,1.0,81,Tue Mar 27 02:26:15 +0000 2018
381,@FoxNews,-0.6249,0.0,0.181,0.819,82,Tue Mar 27 02:26:15 +0000 2018
382,@FoxNews,0.0,0.0,0.0,1.0,83,Tue Mar 27 02:26:15 +0000 2018
383,@FoxNews,0.128,0.124,0.104,0.772,84,Tue Mar 27 02:26:15 +0000 2018
384,@FoxNews,-0.4151,0.1,0.18,0.72,85,Tue Mar 27 02:26:15 +0000 2018
385,@FoxNews,0.6696,0.387,0.111,0.503,86,Tue Mar 27 02:26:13 +0000 2018
386,@FoxNews,0.0,0.0,0.0,1.0,87,Tue Mar 27 02:26:12 +0000 2018
387,@FoxNews,0.4404,0.199,0.103,0.698,88,Tue Mar 27 02:26:12 +0000 2018
388,@FoxNews,0.0,0.0,0.0,1.0,89,Tue Mar 27 02:26:11 +0000 2018
389,@FoxNews,0.0,0.0,0.0,1.0,90,Tue Mar 27 02:26:11 +0000 2018
390,@FoxNews,-0.4291,0.048,0.128,0.825,91,Tue Mar 27 02:26:10 +0000 2018
391,@FoxNews,-0.4151,0.1,0.18,0.72,92,Tue Mar 27 02:26:10 +0000 2018
392,@FoxNews,-0.6808,0.0,0.219,0.781,93,Tue Mar 27 02:26:10 +0000 2018
393,@FoxNews,-0.2617,0.0,0.146,0.854,94,Tue Mar 27 02:26:10 +0000 2018
394,@FoxNews,-0.4019,0.0,0.124,0.876,95,Tue Mar 27 02:26:09 +0000 2018
395,@FoxNews,0.128,0.243,0.162,0.595,96,Tue Mar 27 02:26:09 +0000 2018
396,@FoxNews,0.0,0.0,0.0,1.0,97,Tue Mar 27 02:26:09 +0000 2018
397,@FoxNews,-0.3818,0.175,0.253,0.572,98,Tue Mar 27 02:26:09 +0000 2018
398,@FoxNews,0.0,0.0,0.0,1.0,99,Tue Mar 27 02:26:08 +0000 2018
399,@FoxNews,-0.3612,0.085,0.197,0.717,100,Tue Mar 27 02:26:08 +0000 2018
400,@nytimes,-0.34,0.0,0.112,0.888,1,Tue Mar 27 02:26:48 +0000 2018
401,@nytimes,-0.5574,0.0,0.153,0.847,2,Tue Mar 27 02:26:41 +0000 2018
402,@nytimes,0.0,0.0,0.0,1.0,3,Tue Mar 27 02:26:39 +0000 2018
403,@nytimes,0.0,0.0,0.0,1.0,4,Tue Mar 27 02:26:38 +0000 2018
404,@nytimes,0.0,0.0,0.0,1.0,5,Tue Mar 27 02:26:38 +0000 2018
405,@nytimes,-0.1531,0.096,0.154,0.75,6,Tue Mar 27 02:26:34 +0000 2018
406,@nytimes,-0.4199,0.105,0.245,0.65,7,Tue Mar 27 02:26:25 +0000 2018
407,@nytimes,0.0,0.0,0.0,1.0,8,Tue Mar 27 02:26:25 +0000 2018
408,@nytimes,0.0,0.0,0.0,1.0,9,Tue Mar 27 02:26:24 +0000 2018
409,@nytimes,0.0,0.0,0.0,1.0,10,Tue Mar 27 02:26:23 +0000 2018
410,@nytimes,0.6124,0.238,0.0,0.762,11,Tue Mar 27 02:26:23 +0000 2018
411,@nytimes,0.34,0.198,0.099,0.702,12,Tue Mar 27 02:26:21 +0000 2018
412,@nytimes,0.0,0.0,0.0,1.0,13,Tue Mar 27 02:26:21 +0000 2018
413,@nytimes,0.0,0.0,0.0,1.0,14,Tue Mar 27 02:26:14 +0000 2018
414,@nytimes,-0.5574,0.0,0.153,0.847,15,Tue Mar 27 02:26:13 +0000 2018
415,@nytimes,0.0,0.0,0.0,1.0,16,Tue Mar 27 02:26:10 +0000 2018
416,@nytimes,0.6249,0.163,0.0,0.837,17,Tue Mar 27 02:26:07 +0000 2018
417,@nytimes,0.3259,0.145,0.213,0.643,18,Tue Mar 27 02:26:07 +0000 2018
418,@nytimes,0.0,0.0,0.0,1.0,19,Tue Mar 27 02:26:06 +0000 2018
419,@nytimes,0.0,0.0,0.0,1.0,20,Tue Mar 27 02:26:04 +0000 2018
420,@nytimes,0.0,0.0,0.0,1.0,21,Tue Mar 27 02:26:01 +0000 2018
421,@nytimes,-0.3291,0.0,0.086,0.914,22,Tue Mar 27 02:25:56 +0000 2018
422,@nytimes,0.0,0.0,0.0,1.0,23,Tue Mar 27 02:25:55 +0000 2018
423,@nytimes,0.0,0.0,0.0,1.0,24,Tue Mar 27 02:25:54 +0000 2018
424,@nytimes,0.0,0.0,0.0,1.0,25,Tue Mar 27 02:25:53 +0000 2018
425,@nytimes,0.0,0.0,0.0,1.0,26,Tue Mar 27 02:25:49 +0000 2018
426,@nytimes,0.0516,0.057,0.0,0.943,27,Tue Mar 27 02:25:47 +0000 2018
427,@nytimes,0.0,0.0,0.0,1.0,28,Tue Mar 27 02:25:44 +0000 2018
428,@nytimes,0.0,0.0,0.0,1.0,29,Tue Mar 27 02:25:41 +0000 2018
429,@nytimes,-0.296,0.0,0.115,0.885,30,Tue Mar 27 02:25:39 +0000 2018
430,@nytimes,-0.7003,0.0,0.279,0.721,31,Tue Mar 27 02:25:38 +0000 2018
431,@nytimes,0.0,0.0,0.0,1.0,32,Tue Mar 27 02:25:35 +0000 2018
432,@nytimes,-0.5574,0.0,0.153,0.847,33,Tue Mar 27 02:25:33 +0000 2018
433,@nytimes,-0.6597,0.0,0.231,0.769,34,Tue Mar 27 02:25:33 +0000 2018
434,@nytimes,0.0,0.0,0.0,1.0,35,Tue Mar 27 02:25:32 +0000 2018
435,@nytimes,-0.5574,0.0,0.153,0.847,36,Tue Mar 27 02:25:31 +0000 2018
436,@nytimes,0.5106,0.292,0.0,0.708,37,Tue Mar 27 02:25:23 +0000 2018
437,@nytimes,0.0,0.0,0.0,1.0,38,Tue Mar 27 02:25:23 +0000 2018
438,@nytimes,-0.8271,0.0,0.293,0.707,39,Tue Mar 27 02:25:21 +0000 2018
439,@nytimes,0.4404,0.146,0.0,0.854,40,Tue Mar 27 02:25:20 +0000 2018
440,@nytimes,-0.1154,0.0,0.065,0.935,41,Tue Mar 27 02:25:17 +0000 2018
441,@nytimes,-0.296,0.0,0.18,0.82,42,Tue Mar 27 02:25:14 +0000 2018
442,@nytimes,0.5267,0.185,0.0,0.815,43,Tue Mar 27 02:25:14 +0000 2018
443,@nytimes,-0.6486,0.0,0.275,0.725,44,Tue Mar 27 02:25:13 +0000 2018
444,@nytimes,0.0,0.0,0.0,1.0,45,Tue Mar 27 02:25:11 +0000 2018
445,@nytimes,0.0,0.0,0.0,1.0,46,Tue Mar 27 02:25:11 +0000 2018
446,@nytimes,-0.5267,0.074,0.191,0.735,47,Tue Mar 27 02:25:08 +0000 2018
447,@nytimes,0.6588,0.687,0.0,0.313,48,Tue Mar 27 02:25:06 +0000 2018
448,@nytimes,0.5267,0.173,0.0,0.827,49,Tue Mar 27 02:25:00 +0000 2018
449,@nytimes,0.0,0.0,0.0,1.0,50,Tue Mar 27 02:25:00 +0000 2018
450,@nytimes,0.4019,0.119,0.0,0.881,51,Tue Mar 27 02:24:58 +0000 2018
451,@nytimes,-0.1531,0.096,0.154,0.75,52,Tue Mar 27 02:24:56 +0000 2018
452,@nytimes,0.0,0.0,0.0,1.0,53,Tue Mar 27 02:24:56 +0000 2018
453,@nytimes,-0.5574,0.0,0.153,0.847,54,Tue Mar 27 02:24:56 +0000 2018
454,@nytimes,0.0,0.0,0.0,1.0,55,Tue Mar 27 02:24:54 +0000 2018
455,@nytimes,0.3434,0.151,0.092,0.757,56,Tue Mar 27 02:24:49 +0000 2018
456,@nytimes,-0.5574,0.0,0.153,0.847,57,Tue Mar 27 02:24:48 +0000 2018
457,@nytimes,0.0,0.0,0.0,1.0,58,Tue Mar 27 02:24:44 +0000 2018
458,@nytimes,0.0,0.0,0.0,1.0,59,Tue Mar 27 02:24:43 +0000 2018
459,@nytimes,-0.765,0.0,0.688,0.312,60,Tue Mar 27 02:24:42 +0000 2018
460,@nytimes,-0.5574,0.0,0.153,0.847,61,Tue Mar 27 02:24:40 +0000 2018
461,@nytimes,0.0,0.0,0.0,1.0,62,Tue Mar 27 02:24:37 +0000 2018
462,@nytimes,0.0,0.0,0.0,1.0,63,Tue Mar 27 02:24:37 +0000 2018
463,@nytimes,0.4404,0.116,0.0,0.884,64,Tue Mar 27 02:24:36 +0000 2018
464,@nytimes,0.0,0.0,0.0,1.0,65,Tue Mar 27 02:24:34 +0000 2018
465,@nytimes,0.0,0.0,0.0,1.0,66,Tue Mar 27 02:24:33 +0000 2018
466,@nytimes,-0.5574,0.0,0.153,0.847,67,Tue Mar 27 02:24:32 +0000 2018
467,@nytimes,-0.6588,0.0,0.221,0.779,68,Tue Mar 27 02:24:25 +0000 2018
468,@nytimes,-0.5574,0.0,0.153,0.847,69,Tue Mar 27 02:24:25 +0000 2018
469,@nytimes,0.6212,0.269,0.097,0.634,70,Tue Mar 27 02:24:24 +0000 2018
470,@nytimes,0.0,0.0,0.0,1.0,71,Tue Mar 27 02:24:24 +0000 2018
471,@nytimes,0.4588,0.281,0.105,0.614,72,Tue Mar 27 02:24:19 +0000 2018
472,@nytimes,0.5106,0.202,0.0,0.798,73,Tue Mar 27 02:24:18 +0000 2018
473,@nytimes,-0.7003,0.0,0.216,0.784,74,Tue Mar 27 02:24:17 +0000 2018
474,@nytimes,0.0,0.0,0.0,1.0,75,Tue Mar 27 02:24:15 +0000 2018
475,@nytimes,0.0,0.0,0.0,1.0,76,Tue Mar 27 02:24:13 +0000 2018
476,@nytimes,0.0,0.0,0.0,1.0,77,Tue Mar 27 02:24:12 +0000 2018
477,@nytimes,0.0,0.0,0.0,1.0,78,Tue Mar 27 02:24:12 +0000 2018
478,@nytimes,0.8176,0.27,0.0,0.73,79,Tue Mar 27 02:24:11 +0000 2018
479,@nytimes,-0.7717,0.0,0.309,0.691,80,Tue Mar 27 02:24:09 +0000 2018
480,@nytimes,-0.5267,0.074,0.191,0.735,81,Tue Mar 27 02:24:08 +0000 2018
481,@nytimes,-0.2263,0.168,0.228,0.604,82,Tue Mar 27 02:24:06 +0000 2018
482,@nytimes,0.1695,0.357,0.0,0.643,83,Tue Mar 27 02:24:01 +0000 2018
483,@nytimes,-0.5106,0.067,0.19,0.743,84,Tue Mar 27 02:24:01 +0000 2018
484,@nytimes,0.0,0.0,0.0,1.0,85,Tue Mar 27 02:23:57 +0000 2018
485,@nytimes,0.0,0.0,0.0,1.0,86,Tue Mar 27 02:23:56 +0000 2018
486,@nytimes,-0.5574,0.0,0.153,0.847,87,Tue Mar 27 02:23:56 +0000 2018
487,@nytimes,-0.1531,0.0,0.118,0.882,88,Tue Mar 27 02:23:50 +0000 2018
488,@nytimes,0.0,0.0,0.0,1.0,89,Tue Mar 27 02:23:47 +0000 2018
489,@nytimes,0.7506,0.299,0.0,0.701,90,Tue Mar 27 02:23:47 +0000 2018
490,@nytimes,0.0,0.0,0.0,1.0,91,Tue Mar 27 02:23:46 +0000 2018
491,@nytimes,0.0,0.0,0.0,1.0,92,Tue Mar 27 02:23:43 +0000 2018
492,@nytimes,0.836,0.441,0.0,0.559,93,Tue Mar 27 02:23:42 +0000 2018
493,@nytimes,-0.875,0.0,0.417,0.583,94,Tue Mar 27 02:23:40 +0000 2018
494,@nytimes,-0.875,0.0,0.417,0.583,95,Tue Mar 27 02:23:39 +0000 2018
495,@nytimes,-0.5106,0.067,0.19,0.743,96,Tue Mar 27 02:23:38 +0000 2018
496,@nytimes,-0.6336,0.0,0.292,0.708,97,Tue Mar 27 02:23:34 +0000 2018
497,@nytimes,-0.4767,0.0,0.119,0.881,98,Tue Mar 27 02:23:31 +0000 2018
498,@nytimes,0.0,0.0,0.0,1.0,99,Tue Mar 27 02:23:30 +0000 2018
499,@nytimes,0.0,0.0,0.0,1.0,100,Tue Mar 27 02:23:27 +0000 2018
